pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender,Rfare,RFR001,Fare_BC
3,1,2,"Hee, Mr. Ling", ,0,0,1601,56.4958, ,S,C, , ,0,1106.5,.845948012232416,86.0483782250115
3,0,2,"Hegarty, Miss. Hanora ""Nora""",18,0,0,365226,6.75, ,Q, , , ,1,29.5,.0225535168195719,-70.4110160995529
3,1,2,"Heikkinen, Miss. Laina",26,0,0,STON/O2. 3101282,7.925, ,S, , , ,1,349,.266819571865443,1.07777510586357
3,0,2,"Heininen, Miss. Wendla Maria",23,0,0,STON/O2. 3101290,7.925, ,S, , , ,1,349,.266819571865443,1.07777510586357
3,1,2,"Hellstrom, Miss. Hilda Maria",22,0,0,7548,8.9625, ,S,C, , ,1,459,.350917431192661,13.4799637667002
3,0,2,"Hendekovic, Mr. Ignjac",28,0,0,349243,7.8958, ,S, ,306, ,0,313,.239296636085627,-3.37898124803169
3,0,2,"Henriksson, Miss. Jenny Lovisa",28,0,0,347086,7.775, ,S, , , ,1,223.5,.170871559633028,-15.9128506854793
3,0,2,"Henry, Miss. Delia", ,0,0,382649,7.75, ,Q, , , ,1,183,.139908256880734,-22.6417312338616
2,1,2,"Herman, Miss. Alice",24,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ",1,1135,.867737003058104,91.0456189803497
2,1,2,"Herman, Miss. Kate",24,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ",1,1135,.867737003058104,91.0456189803497
2,0,1,"Herman, Mr. Samuel",49,1,2,220845,65, ,S, , ,"Somerset / Bernardsville, NJ",0,1135,.867737003058104,91.0456189803497
2,1,2,"Herman, Mrs. Samuel (Jane Laver)",48,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ",1,1135,.867737003058104,91.0456189803497
2,1,2,"Hewlett, Mrs. (Mary D Kingcome)",55,0,0,248706,16, ,S,13, ,"India / Rapid City, SD",1,715.5,.547018348623853,39.4098399107956
2,0,1,"Hickman, Mr. Leonard Mark",24,2,0,S.O.C. 14879,73.5, ,S, , ,"West Hampstead, London / Neepawa, MB",0,1160,.886850152905199,95.9206849782995
2,0,1,"Hickman, Mr. Lewis",32,2,0,S.O.C. 14879,73.5, ,S, ,256,"West Hampstead, London / Neepawa, MB",0,1160,.886850152905199,95.9206849782995
2,0,1,"Hickman, Mr. Stanley George",21,2,0,S.O.C. 14879,73.5, ,S, , ,"West Hampstead, London / Neepawa, MB",0,1160,.886850152905199,95.9206849782995
1,0,0,"Hilliard, Mr. Herbert Henry", ,0,0,17463,51.8625,E46,S, , ,"Brighton, MA",0,1074.5,.821483180428135,80.9668993964187
2,0,2,"Hiltunen, Miss. Marta",18,1,1,250650,13, ,S, , ,"Kontiolahti, Finland / Detroit, MI",1,592,.452599388379205,27.1312152712863
1,0,1,"Hipkins, Mr. William Edward",55,0,0,680,50,C39,S, , ,London / Birmingham,0,1067.5,.816131498470948,79.9155895854199
1,1,0,"Hippach, Miss. Jean Gertrude",16,0,1,111361,57.9792,B18,C,4, ,"Chicago, IL",1,1117.5,.854357798165138,87.9168475559606
1,1,0,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44,0,1,111361,57.9792,B18,C,4, ,"Chicago, IL",1,1117.5,.854357798165138,87.9168475559606
3,1,2,"Hirvonen, Miss. Hildur E",2,0,1,3101298,12.2875, ,S,15, , ,1,547.5,.418577981651376,22.6574015226268
3,1,2,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",22,1,1,3101298,12.2875, ,S,15, , ,1,547.5,.418577981651376,22.6574015226268
2,1,1,"Hocking, Miss. Ellen ""Nellie""",20,2,1,29105,23, ,S,4, ,"Cornwall / Akron, OH",1,800,.611620795107034,47.9714581112448
2,0,1,"Hocking, Mr. Richard George",23,2,1,29104,11.5, ,S, , ,"Cornwall / Akron, OH",0,539.5,.412461773700306,21.8456072405085
2,0,1,"Hocking, Mr. Samuel James Metcalfe",36,0,0,242963,13, ,S, , ,"Devonport, England",0,592,.452599388379205,27.1312152712863
2,1,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",54,1,3,29105,23, ,S,4, ,"Cornwall / Akron, OH",1,800,.611620795107034,47.9714581112448
2,0,1,"Hodges, Mr. Henry Price",50,0,0,250643,13, ,S, ,149,Southampton,0,592,.452599388379205,27.1312152712863
1,1,0,"Hogeboom, Mrs. John C (Anna Andrews)",51,1,0,13502,77.9583,D11,S,10, ,"Hudson, NY",1,1176,.899082568807339,99.3572331844828
2,0,1,"Hold, Mr. Stephen",44,1,0,26707,26, ,S, , ,"England / Sacramento, CA",0,857.5,.655581039755352,54.0213585575019
2,1,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",29,1,0,26707,26, ,S,10, ,"England / Sacramento, CA",1,857.5,.655581039755352,54.0213585575019
3,0,2,"Holm, Mr. John Fredrik Alexander",43,0,0,C 7075,6.45, ,S, , , ,0,25,.0191131498470948,-73.9701973814398
3,0,2,"Holthen, Mr. Johan Martin",28,0,0,C 4001,22.525, ,S, , , ,0,795,.607798165137615,47.455888518695
1,0,0,"Holverson, Mr. Alexander Oskar",42,1,0,113789,52, ,S, ,38,"New York, NY",0,1080.5,.826070336391437,81.8839301328428
1,1,0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35,1,0,113789,52, ,S,8, ,"New York, NY",1,1080.5,.826070336391437,81.8839301328428
1,1,0,"Homer, Mr. Harry (""Mr E Haven"")",35,0,0,111426,26.55, ,C,15, ,"Indianapolis, IN",0,904.5,.69151376146789,59.1823771415937
3,1,2,"Honkanen, Miss. Eliina",27,0,0,STON/O2. 3101283,7.925, ,S, , , ,1,349,.266819571865443,1.07777510586357
2,0,1,"Hood, Mr. Ambrose Jr",21,0,0,S.O.C. 14879,73.5, ,S, , ,"New Forest, England",0,1160,.886850152905199,95.9206849782995
3,0,2,"Horgan, Mr. John", ,0,0,370377,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
2,1,2,"Hosono, Mr. Masabumi",42,0,0,237798,13, ,S,10, ,"Tokyo, Japan",0,592,.452599388379205,27.1312152712863
3,1,1,"Howard, Miss. May Elizabeth", ,0,0,A. 2. 39186,8.05, ,S,C, , ,1,391.5,.299311926605505,6.05074478589431
2,0,1,"Howard, Mr. Benjamin",63,1,0,24065,26, ,S, , ,"Swindon, England",0,857.5,.655581039755352,54.0213585575019
2,0,1,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",60,1,0,24065,26, ,S, , ,"Swindon, England",1,857.5,.655581039755352,54.0213585575019
1,1,0,"Hoyt, Mr. Frederick Maxfield",38,1,0,19943,90,C93,S,D, ,"New York, NY /  Stamford CT",0,1216,.929663608562691,109.551044960192
1,0,0,"Hoyt, Mr. William Fisher", ,0,0,PC 17600,30.6958, ,C,14, ,"New York, NY",0,974.5,.745030581039755,67.4009921369788
1,1,0,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35,1,0,19943,90,C93,S,D, ,"New York, NY /  Stamford CT",1,1216,.929663608562691,109.551044960192
3,0,2,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42,0,0,348121,7.65,F G63,S, ,120, ,0,138.5,.105886850152905,-31.3357097440717
2,0,1,"Hunt, Mr. George Henry",33,0,0,SCO/W 1585,12.275, ,S, , ,"Philadelphia, PA",0,546,.41743119266055,22.505395306719
3,1,1,"Hyman, Mr. Abraham", ,0,0,3470,7.8875, ,S,C, , ,0,287.5,.21980122324159,-6.70694995370426
3,0,2,"Ibrahim Shawah, Mr. Yousseff",30,0,0,2685,7.2292, ,C, , , ,0,87.5,.0668960244648318,-44.3070271347184
1,1,2,"Icard, Miss. Amelie",38,0,0,113572,80,B28, ,6, , ,1,1192.5,.911697247706422,103.235996269033
2,1,2,"Ilett, Miss. Bertha",17,0,0,SO/C 14885,10.5, ,S, , ,Guernsey,1,512,.391437308868502,19.0321115380284
3,0,2,"Ilieff, Mr. Ylio", ,0,0,349220,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,0,0,"Ilmakangas, Miss. Ida Livija",27,1,0,STON/O2. 3101270,7.925, ,S, , , ,1,349,.266819571865443,1.07777510586357
3,0,2,"Ilmakangas, Miss. Pieta Sofia",25,1,0,STON/O2. 3101271,7.925, ,S, , , ,1,349,.266819571865443,1.07777510586357
1,0,0,"Isham, Miss. Ann Elizabeth",50,0,0,PC 17595,28.7125,C49,C, , ,"Paris, France New York, NY",1,944,.7217125382263,63.7263106929285
1,1,1,"Ismay, Mr. Joseph Bruce",49,0,0,112058,0,B52 B54 B56,S,C, ,Liverpool,0,9,.00688073394495413,-94.2083719232876
3,0,2,"Ivanoff, Mr. Kanio", ,0,0,349201,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
2,0,1,"Jacobsohn, Mr. Sidney Samuel",42,1,0,243847,27, ,S, , ,London,0,916.5,.700688073394495,60.5402552141057
2,1,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24,2,1,243847,27, ,S,12, ,London,1,916.5,.700688073394495,60.5402552141057
3,1,2,"Jalsevac, Mr. Ivan",29,0,0,349240,7.8958, ,C,15, , ,0,313,.239296636085627,-3.37898124803169
3,1,2,"Jansson, Mr. Carl Olof",21,0,0,350034,7.7958, ,S,A, , ,0,243.5,.186162079510703,-12.8798751139237
3,0,2,"Jardin, Mr. Jose Neto", ,0,0,SOTON/O.Q. 3101305,7.05, ,S, , , ,0,43,.0328746177370031,-61.9471526367519
2,0,1,"Jarvis, Mr. John Denzil",47,0,0,237565,15, ,S, , ,"North Evington, England",0,673,.514525993883792,35.1805153729013
2,0,2,"Jefferys, Mr. Clifford Thomas",24,2,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ",0,994,.759938837920489,69.8425988290971
2,0,2,"Jefferys, Mr. Ernest Wilfred",22,2,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ",0,994,.759938837920489,69.8425988290971
2,0,1,"Jenkin, Mr. Stephen Curnow",32,0,0,C.A. 33111,10.5, ,S, , ,"St Ives, Cornwall / Houghton, MI",0,512,.391437308868502,19.0321115380284
3,0,2,"Jensen, Mr. Hans Peder",20,0,0,350050,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,0,0,"Jensen, Mr. Niels Peder",48,0,0,350047,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,0,2,"Jensen, Mr. Svend Lauritz",17,1,0,350048,7.0542, ,S, , , ,0,48.5,.0370795107033639,-59.1263865402257
3,1,2,"Jermyn, Miss. Annie", ,0,0,14313,7.75, ,Q,D, , ,1,183,.139908256880734,-22.6417312338616
2,1,0,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23,0,0,SC/AH Basle 541,13.7917,D,C,11, ,"New York, NY",1,634,.484709480122324,31.3112258895345
3,1,2,"Johannesen-Bratthammer, Mr. Bernt", ,0,0,65306,8.1125, ,S,13, , ,0,422.5,.323012232415902,9.52315498908971
3,0,2,"Johanson, Mr. Jakob Alfred",34,0,0,3101264,6.4958, ,S, ,143, ,0,27,.0206422018348624,-72.3264673026701
3,1,2,"Johansson Palmquist, Mr. Oskar Leander",26,0,0,347070,7.775, ,S,15, , ,0,223.5,.170871559633028,-15.9128506854793
3,0,2,"Johansson, Mr. Erik",22,0,0,350052,7.7958, ,S, ,156, ,0,243.5,.186162079510703,-12.8798751139237
3,0,2,"Johansson, Mr. Gustaf Joel",33,0,0,7540,8.6542, ,S, ,285, ,0,433,.331039755351682,10.6746889798724
3,0,0,"Johansson, Mr. Karl Johan",31,0,0,347063,7.775, ,S, , , ,0,223.5,.170871559633028,-15.9128506854793
3,0,0,"Johansson, Mr. Nils",29,0,0,347467,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,1,2,"Johnson, Master. Harold Theodor",4,1,1,347742,11.1333, ,S,15, , ,0,533,.407492354740061,21.1839532734542
3,1,2,"Johnson, Miss. Eleanor Ileen",1,1,1,347742,11.1333, ,S,15, , ,1,533,.407492354740061,21.1839532734542
3,0,2,"Johnson, Mr. Alfred",49,0,0,LINE,0, ,S, , , ,0,9,.00688073394495413,-94.2083719232876
3,0,0,"Johnson, Mr. Malkolm Joackim",33,0,0,347062,7.775, ,S, ,37, ,0,223.5,.170871559633028,-15.9128506854793
3,0,0,"Johnson, Mr. William Cahoone Jr",19,0,0,LINE,0, ,S, , , ,0,9,.00688073394495413,-94.2083719232876
3,1,2,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",27,0,2,347742,11.1333, ,S,15, , ,1,533,.407492354740061,21.1839532734542
3,0,1,"Johnston, Master. William Arthur ""Willie""", ,1,2,W./C. 6607,23.45, ,S, , , ,0,808.5,.618119266055046,48.851310087076
3,0,1,"Johnston, Miss. Catherine Helen ""Carrie""", ,1,2,W./C. 6607,23.45, ,S, , , ,1,808.5,.618119266055046,48.851310087076
3,0,1,"Johnston, Mr. Andrew G", ,1,2,W./C. 6607,23.45, ,S, , , ,0,808.5,.618119266055046,48.851310087076
3,0,1,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)", ,1,2,W./C. 6607,23.45, ,S, , , ,1,808.5,.618119266055046,48.851310087076
1,0,0,"Jones, Mr. Charles Cresson",46,0,0,694,26, ,S, ,80,"Bennington, VT",0,857.5,.655581039755352,54.0213585575019
3,0,2,"Jonkoff, Mr. Lalio",23,0,0,349204,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,1,2,"Jonsson, Mr. Carl",32,0,0,350417,7.8542, ,S,15, , ,0,265,.202599388379205,-9.78698828699505
3,0,2,"Jonsson, Mr. Nils Hilding",27,0,0,350408,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
1,0,1,"Julian, Mr. Henry Forbes",50,0,0,113044,26,E60,S, , ,London,0,857.5,.655581039755352,54.0213585575019
3,0,2,"Jussila, Miss. Katriina",20,1,0,4136,9.825, ,S, , , ,1,487.5,.372706422018349,16.4897818837539
3,0,2,"Jussila, Miss. Mari Aina",21,1,0,4137,9.825, ,S, , , ,1,487.5,.372706422018349,16.4897818837539
3,1,2,"Jussila, Mr. Eiriik",32,0,0,STON/O 2. 3101286,7.925, ,S,15, , ,0,349,.266819571865443,1.07777510586357
3,0,2,"Kallio, Mr. Nikolai Erland",17,0,0,STON/O 2. 3101274,7.125, ,S, , , ,0,51.5,.0393730886850153,-57.6966470338372
3,0,2,"Kalvik, Mr. Johannes Halvorsen",21,0,0,8475,8.4333, ,S, , , ,0,429,.327981651376147,10.237359452034
2,0,2,"Kantor, Mr. Sinai",34,1,0,244367,26, ,S, ,283,"Moscow / Bronx, NY",0,857.5,.655581039755352,54.0213585575019
2,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",24,1,0,244367,26, ,S,12, ,"Moscow / Bronx, NY",1,857.5,.655581039755352,54.0213585575019
3,0,2,"Karaic, Mr. Milan",30,0,0,349246,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,1,2,"Karlsson, Mr. Einar Gervasius",21,0,0,350053,7.7958, ,S,13, , ,0,243.5,.186162079510703,-12.8798751139237
3,0,2,"Karlsson, Mr. Julius Konrad Eugen",33,0,0,347465,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,0,2,"Karlsson, Mr. Nils August",22,0,0,350060,7.5208, ,S, , , ,0,123,.0940366972477064,-34.8344336762908
2,0,0,"Karnes, Mrs. J Frank (Claire Bennett)",22,0,0,F.C.C. 13534,21, ,S, , ,"India / Pittsburgh, PA",1,772.5,.590596330275229,45.1523360605823
3,1,2,"Karun, Miss. Manca",4,0,1,349256,13.4167, ,C,15, , ,1,622.5,.475917431192661,30.1691335998729
3,1,0,"Karun, Mr. Franz",39,0,1,349256,13.4167, ,C,15, , ,0,622.5,.475917431192661,30.1691335998729
3,0,2,"Kassem, Mr. Fared", ,0,0,2700,7.2292, ,C, , , ,0,87.5,.0668960244648318,-44.3070271347184
3,0,2,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",18.5,0,0,2682,7.2292, ,C, ,58, ,0,87.5,.0668960244648318,-44.3070271347184
2,1,0,"Keane, Miss. Nora A", ,0,0,226593,12.35,E101,Q,10, ,"Harrisburg, PA",1,551,.421253822629969,23.0117285396478
3,0,2,"Keane, Mr. Andrew ""Andy""", ,0,0,12460,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
2,0,2,"Keane, Mr. Daniel",35,0,0,233734,12.35, ,Q, , , ,0,551,.421253822629969,23.0117285396478
3,0,0,"Keefe, Mr. Arthur", ,0,0,323592,7.25, ,S,A, , ,0,108.5,.0829510703363914,-38.4157124358353
1,0,2,"Keeping, Mr. Edwin",32.5,0,0,113503,211.5,C132,C, ,45, ,0,1277,.976299694189602,135.91757152578
3,1,2,"Kelly, Miss. Anna Katherine ""Annie Kate""", ,0,0,9234,7.75, ,Q,16, , ,1,183,.139908256880734,-22.6417312338616
3,1,2,"Kelly, Miss. Mary", ,0,0,14312,7.75, ,Q,D, , ,1,183,.139908256880734,-22.6417312338616
3,0,2,"Kelly, Mr. James",44,0,0,363592,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,0,1,"Kelly, Mr. James",34.5,0,0,330911,7.8292, ,Q, ,70, ,0,252,.192660550458716,-11.6379497898714
2,1,1,"Kelly, Mrs. Florence ""Fannie""",45,0,0,223596,13.5, ,S,9, ,"London / New York, NY",1,627,.479357798165138,30.6161898576199
3,1,2,"Kennedy, Mr. John", ,0,0,368783,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
1,0,0,"Kent, Mr. Edward Austin",58,0,0,11771,29.7,B37,C, ,258,"Buffalo, NY",0,956,.730886850152905,65.1528257262347
1,0,0,"Kenyon, Mr. Frederick R",41,1,0,17464,51.8625,D21,S, , ,"Southington / Noank, CT",0,1074.5,.821483180428135,80.9668993964187
1,1,2,"Kenyon, Mrs. Frederick R (Marion)", ,1,0,17464,51.8625,D21,S,8, ,"Southington / Noank, CT",1,1074.5,.821483180428135,80.9668993964187
3,0,2,"Khalil, Mr. Betros", ,1,0,2660,14.4542, ,C, , , ,0,652.5,.498853211009174,33.146715683077
3,0,2,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)", ,1,0,2660,14.4542, ,C, , , ,1,652.5,.498853211009174,33.146715683077
3,0,0,"Kiernan, Mr. John", ,1,0,367227,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,0,2,"Kiernan, Mr. Philip", ,1,0,367229,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,0,2,"Kilgannon, Mr. Thomas J", ,0,0,36865,7.7375, ,Q, , , ,0,153.5,.117354740061162,-28.2100842425055
1,1,0,"Kimball, Mr. Edwin Nelson Jr",42,1,0,11753,52.5542,D19,S,5, ,"Boston, MA",0,1086.5,.83065749235474,82.8164727360588
1,1,0,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",45,1,0,11753,52.5542,D19,S,5, ,"Boston, MA",1,1086.5,.83065749235474,82.8164727360588
3,1,2,"Kink-Heilmann, Miss. Luise Gretchen",4,0,2,315153,22.025, ,S,2, , ,1,789,.603211009174312,46.8390495172053
3,1,2,"Kink-Heilmann, Mr. Anton",29,3,1,315153,22.025, ,S,2, , ,0,789,.603211009174312,46.8390495172053
3,1,2,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",26,1,1,315153,22.025, ,S,2, , ,1,789,.603211009174312,46.8390495172053
3,0,2,"Kink, Miss. Maria",22,2,0,315152,8.6625, ,S, , , ,1,444,.339449541284404,11.8691757489561
3,0,2,"Kink, Mr. Vincenz",26,2,0,315151,8.6625, ,S, , , ,0,444,.339449541284404,11.8691757489561
2,0,0,"Kirkland, Rev. Charles Leonard",57,0,0,219533,12.35, ,Q, , ,"Glasgow / Bangor, ME",0,551,.421253822629969,23.0117285396478
1,0,0,"Klaber, Mr. Herman", ,0,0,113028,26.55,C124,S, , ,"Portland, OR",0,904.5,.69151376146789,59.1823771415937
3,0,2,"Klasen, Miss. Gertrud Emilia",1,1,1,350405,12.1833, ,S, , , ,1,544.5,.416284403669725,22.3532959695044
3,0,2,"Klasen, Mr. Klas Albin",18,1,1,350404,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,0,2,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",36,0,2,350405,12.1833, ,S, , , ,1,544.5,.416284403669725,22.3532959695044
2,0,2,"Knight, Mr. Robert J", ,0,0,239855,0, ,S, , ,Belfast,0,9,.00688073394495413,-94.2083719232876
3,0,2,"Kraeff, Mr. Theodor", ,0,0,349253,7.8958, ,C, , , ,0,313,.239296636085627,-3.37898124803169
3,1,2,"Krekorian, Mr. Neshan",25,0,0,2654,7.2292,F E57,C,10, , ,0,87.5,.0668960244648318,-44.3070271347184
1,1,2,"Kreuchen, Miss. Emilie",39,0,0,24160,211.3375, ,S,2, , ,1,1272.5,.972859327217125,132.909440014932
2,0,2,"Kvillner, Mr. Johan Henrik Johannesson",31,0,0,C.A. 18723,10.5, ,S, ,165,"Sweden / Arlington, NJ",0,512,.391437308868502,19.0321115380284
3,0,2,"Lahoud, Mr. Sarkis", ,0,0,2624,7.225, ,C, , , ,0,65,.0496941896024465,-51.9937828715428
2,0,0,"Lahtinen, Mrs. William (Anna Sylfven)",26,1,1,250651,26, ,S, , ,"Minneapolis, MN",1,857.5,.655581039755352,54.0213585575019
2,0,0,"Lahtinen, Rev. William",30,1,1,250651,26, ,S, , ,"Minneapolis, MN",0,857.5,.655581039755352,54.0213585575019
3,0,2,"Laitinen, Miss. Kristina Sofia",37,0,0,4135,9.5875, ,S, , , ,1,484.5,.370412844036697,16.1757962074235
3,0,2,"Laleff, Mr. Kristo", ,0,0,349217,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,1,2,"Lam, Mr. Ali", ,0,0,1601,56.4958, ,S,C, , ,0,1106.5,.845948012232416,86.0483782250115
3,0,2,"Lam, Mr. Len", ,0,0,1601,56.4958, ,S, , , ,0,1106.5,.845948012232416,86.0483782250115
2,0,2,"Lamb, Mr. John Joseph", ,0,0,240261,10.7083, ,Q, , , ,0,531,.405963302752294,20.9799736419079
3,1,2,"Landergren, Miss. Aurora Adelia",22,0,0,C 7077,7.25, ,S,13, , ,1,108.5,.0829510703363914,-38.4157124358353
3,0,2,"Lane, Mr. Patrick", ,0,0,7935,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,1,2,"Lang, Mr. Fang",26,0,0,1601,56.4958, ,S,14, , ,0,1106.5,.845948012232416,86.0483782250115
2,1,2,"Laroche, Miss. Louise",1,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti,1,1047.5,.800840978593272,77.0123708461663
2,1,2,"Laroche, Miss. Simonne Marie Anne Andree",3,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti,1,1047.5,.800840978593272,77.0123708461663
2,0,2,"Laroche, Mr. Joseph Philippe Lemercier",25,1,2,SC/Paris 2123,41.5792, ,C, , ,Paris / Haiti,0,1047.5,.800840978593272,77.0123708461663
2,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti,1,1047.5,.800840978593272,77.0123708461663
3,0,2,"Larsson-Rondberg, Mr. Edvard A",22,0,0,347065,7.775, ,S, , , ,0,223.5,.170871559633028,-15.9128506854793
3,0,0,"Larsson, Mr. August Viktor",29,0,0,7545,9.4833, ,S, , , ,0,471,.360091743119266,14.7548415891483
3,0,2,"Larsson, Mr. Bengt Edvin",29,0,0,347067,7.775, ,S, , , ,0,223.5,.170871559633028,-15.9128506854793
1,1,0,"Leader, Dr. Alice (Farnham)",49,0,0,17465,25.9292,D17,S,8, ,"New York, NY",1,831.5,.635703363914373,51.2556239100089
3,1,2,"Leeni, Mr. Fahim (""Philip Zenni"")",22,0,0,2620,7.225, ,C,6, , ,0,65,.0496941896024465,-51.9937828715428
3,0,2,"Lefebre, Master. Henry Forbes", ,3,1,4133,25.4667, ,S, , , ,0,824,.629969418960245,50.4675957319808
3,0,2,"Lefebre, Miss. Ida", ,3,1,4133,25.4667, ,S, , , ,1,824,.629969418960245,50.4675957319808
3,0,2,"Lefebre, Miss. Jeannie", ,3,1,4133,25.4667, ,S, , , ,1,824,.629969418960245,50.4675957319808
3,0,2,"Lefebre, Miss. Mathilde", ,3,1,4133,25.4667, ,S, , , ,1,824,.629969418960245,50.4675957319808
3,0,2,"Lefebre, Mrs. Frank (Frances)", ,0,4,4133,25.4667, ,S, , , ,1,824,.629969418960245,50.4675957319808
2,1,2,"Lehmann, Miss. Bertha",17,0,0,SC 1748,12, ,C,12, ,"Berne, Switzerland / Central City, IA",1,543,.415137614678899,22.2011020817359
3,0,2,"Leinonen, Mr. Antti Gustaf",32,0,0,STON/O 2. 3101292,7.925, ,S, , , ,0,349,.266819571865443,1.07777510586357
2,1,1,"Leitch, Miss. Jessie Wills", ,0,0,248727,33, ,S,11, ,"London / Chicago, IL",1,1003,.766819571865443,70.9971839848247
3,0,2,"Lemberopolous, Mr. Peter L",34.5,0,0,2683,6.4375, ,C, ,196, ,0,23,.0175840978593272,-75.7298126632784
2,1,0,"Lemore, Mrs. (Amelia Milley)",34,0,0,C.A. 34260,10.5,F33,S,14, ,"Chicago, IL",1,512,.391437308868502,19.0321115380284
3,0,2,"Lennon, Miss. Mary", ,1,0,370371,15.5, ,Q, , , ,1,694.5,.530963302752294,37.3167126917938
3,0,2,"Lennon, Mr. Denis", ,1,0,370371,15.5, ,Q, , , ,0,694.5,.530963302752294,37.3167126917938
3,0,2,"Leonard, Mr. Lionel",36,0,0,LINE,0, ,S, , , ,0,9,.00688073394495413,-94.2083719232876
1,1,2,"LeRoy, Miss. Bertha",30,0,0,PC 17761,106.425, ,C,2, , ,1,1226,.937308868501529,112.619195649221
3,0,1,"Lester, Mr. James",39,0,0,A/4 48871,24.15, ,S, , , ,0,817,.624617737003058,49.7356806514263
1,1,2,"Lesurer, Mr. Gustave J",35,0,0,PC 17755,512.3292,B101,C,3, , ,0,1306.5,.998853211009174,191.124398997648
2,0,2,"Levy, Mr. Rene Jacques",36,0,0,SC/Paris 2163,12.875,D,C, , ,"Montreal, PQ",0,561.5,.429281345565749,24.0718928747445
1,0,0,"Lewy, Mr. Ervin G", ,0,0,PC 17612,27.7208, ,C, , ,"Chicago, IL",0,924,.706422018348624,61.3984912084022
2,0,1,"Leyson, Mr. Robert William Norman",24,0,0,C.A. 29566,10.5, ,S, ,108, ,0,512,.391437308868502,19.0321115380284
3,0,2,"Lievens, Mr. Rene Aime",24,0,0,345781,9.5, ,S, , , ,0,477.5,.365061162079511,15.4406833648945
3,0,2,"Lindahl, Miss. Agda Thorilda Viktoria",25,0,0,347071,7.775, ,S, , , ,1,223.5,.170871559633028,-15.9128506854793
3,0,2,"Lindblom, Miss. Augusta Charlotta",45,0,0,347073,7.75, ,S, , , ,1,183,.139908256880734,-22.6417312338616
1,0,2,"Lindeberg-Lind, Mr. Erik Gustaf (""Mr Edward Lingrey"")",42,0,0,17475,26.55, ,S, , ,"Stockholm, Sweden",0,904.5,.69151376146789,59.1823771415937
3,0,2,"Lindell, Mr. Edvard Bengtsson",36,1,0,349910,15.55, ,S,A, , ,0,700.5,.535550458715596,37.9139288167404
3,0,2,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",30,1,0,349910,15.55, ,S,A, , ,1,700.5,.535550458715596,37.9139288167404
3,1,2,"Lindqvist, Mr. Eino William",20,1,0,STON/O 2. 3101285,7.925, ,S,15, , ,0,349,.266819571865443,1.07777510586357
